Skills,Country,n,mean,Job
kubernetes,France,22.0,122.0,Data Engineer
kubernetes,France,22.0,122.0,Machine Learning Engineer
kubernetes,France,22.0,122.0,Data Analyst
kubernetes,France,22.0,122.0,Data Scientist
kubernetes,France,22.0,122.0,Software Engineer
python,Netherlands,55.0,122.0,Senior Data Engineer
python,Netherlands,55.0,122.0,Data Analyst
python,Netherlands,55.0,122.0,Data Engineer
python,Netherlands,55.0,122.0,Machine Learning Engineer
python,Netherlands,55.0,122.0,Senior Data Scientist
python,Netherlands,55.0,122.0,Business Analyst
python,Netherlands,55.0,122.0,Data Scientist
sap,Spain,5.0,122.0,Data Engineer
sap,Spain,5.0,122.0,Data Scientist
sap,Spain,5.0,122.0,Senior Data Scientist
sap,Spain,5.0,122.0,Data Analyst
sap,Spain,5.0,122.0,Machine Learning Engineer
nosql,France,24.0,122.0,Data Engineer
nosql,France,24.0,122.0,Machine Learning Engineer
nosql,France,24.0,122.0,Senior Data Engineer
nosql,France,24.0,122.0,Data Analyst
nosql,France,24.0,122.0,Senior Data Scientist
nosql,France,24.0,122.0,Senior Data Analyst
nosql,France,24.0,122.0,Data Scientist
dax,Portugal,3.0,122.0,Data Analyst
dax,Portugal,3.0,122.0,Software Engineer
dax,Portugal,3.0,122.0,Senior Data Engineer
jenkins,France,24.0,122.0,Senior Data Engineer
jenkins,France,24.0,122.0,Data Analyst
jenkins,France,24.0,122.0,Data Engineer
jenkins,France,24.0,122.0,Business Analyst
jenkins,France,24.0,122.0,Software Engineer
jenkins,France,24.0,122.0,Data Scientist
bigquery,Spain,6.0,122.0,Senior Data Engineer
bigquery,Spain,6.0,122.0,Data Analyst
bigquery,Spain,6.0,122.0,Data Engineer
bigquery,Spain,6.0,122.0,Data Scientist
aws,Netherlands,19.0,122.0,Senior Data Engineer
aws,Netherlands,19.0,122.0,Data Engineer
aws,Netherlands,19.0,122.0,Business Analyst
aws,Netherlands,19.0,122.0,Data Analyst
aws,Netherlands,19.0,122.0,Data Scientist
aws,Netherlands,19.0,122.0,Machine Learning Engineer
aws,Netherlands,19.0,122.0,Senior Data Scientist
zoom,Germany,2.0,122.0,Machine Learning Engineer
zoom,Germany,2.0,122.0,Senior Data Engineer
vue,France,2.0,122.0,Senior Data Analyst
vue,France,2.0,122.0,Data Engineer
unify,Germany,2.0,122.0,Senior Data Engineer
ruby,Greece,4.0,122.0,Data Engineer
redshift,Romania,2.0,122.0,Senior Data Engineer
redshift,Greece,2.0,122.0,Data Engineer
mysql,Hungary,2.0,122.0,Software Engineer
mysql,Hungary,2.0,122.0,Senior Data Engineer
jupyter,Germany,2.0,122.0,Senior Data Engineer
jupyter,Germany,2.0,122.0,Machine Learning Engineer
gcp,Romania,2.0,122.0,Senior Data Engineer
css,Spain,2.0,122.0,Data Engineer
css,Spain,2.0,122.0,Data Scientist
confluence,France,2.0,122.0,Senior Data Analyst
confluence,France,2.0,122.0,Data Engineer
bigquery,Romania,2.0,122.0,Senior Data Engineer
ansible,Greece,2.0,122.0,Data Engineer
word,Sweden,1.0,122.0,Data Analyst
vba,Sweden,1.0,122.0,Data Analyst
sharepoint,Sweden,1.0,122.0,Data Analyst
powerpoint,Sweden,1.0,122.0,Data Analyst
slack,Germany,3.0,122.0,Cloud Engineer
slack,Germany,3.0,122.0,Senior Data Engineer
slack,Germany,3.0,122.0,Business Analyst
docker,France,36.0,122.0,Senior Data Engineer
docker,France,36.0,122.0,Machine Learning Engineer
docker,France,36.0,122.0,Data Analyst
docker,France,36.0,122.0,Data Engineer
docker,France,36.0,122.0,Software Engineer
docker,France,36.0,122.0,Business Analyst
docker,France,36.0,122.0,Data Scientist
spark,Netherlands,20.0,121.0,Senior Data Engineer
spark,Netherlands,20.0,121.0,Data Engineer
spark,Netherlands,20.0,121.0,Data Analyst
spark,Netherlands,20.0,121.0,Data Scientist
spark,Netherlands,20.0,121.0,Senior Data Analyst
spark,Netherlands,20.0,121.0,Machine Learning Engineer
tableau,Belgium,5.0,121.0,Data Scientist
tableau,Belgium,5.0,121.0,Data Engineer
sap,Germany,10.0,121.0,Business Analyst
sap,Germany,10.0,121.0,Software Engineer
sap,Germany,10.0,121.0,Senior Data Engineer
sap,Germany,10.0,121.0,Data Engineer
sap,Germany,10.0,121.0,Data Analyst
sap,Germany,10.0,121.0,Senior Data Analyst
gdpr,Greece,2.0,121.0,Data Scientist
gdpr,Greece,2.0,121.0,Data Engineer
python,Hungary,32.0,121.0,Machine Learning Engineer
python,Hungary,32.0,121.0,Data Scientist
python,Hungary,32.0,121.0,Data Analyst
python,Hungary,32.0,121.0,Data Engineer
python,Hungary,32.0,121.0,Software Engineer
python,Hungary,32.0,121.0,Senior Data Engineer
python,Hungary,32.0,121.0,Senior Data Scientist
tensorflow,Hungary,6.0,121.0,Machine Learning Engineer
tensorflow,Hungary,6.0,121.0,Data Scientist
hadoop,Belgium,6.0,121.0,Data Scientist
matplotlib,Germany,4.0,121.0,Data Analyst
matplotlib,Germany,4.0,121.0,Senior Data Engineer
redshift,Netherlands,5.0,121.0,Senior Data Engineer
redshift,Netherlands,5.0,121.0,Business Analyst
redshift,Netherlands,5.0,121.0,Data Engineer
elasticsearch,Greece,3.0,121.0,Data Engineer
elasticsearch,Greece,3.0,121.0,Software Engineer
azure,Poland,38.0,121.0,Senior Data Engineer
azure,Poland,38.0,121.0,Data Engineer
azure,Poland,38.0,121.0,Software Engineer
azure,Poland,38.0,121.0,Data Scientist
azure,Poland,38.0,121.0,Senior Data Scientist
azure,Poland,38.0,121.0,Machine Learning Engineer
azure,Poland,38.0,121.0,Data Analyst
azure,Poland,38.0,121.0,Senior Data Analyst
azure,Poland,38.0,121.0,Cloud Engineer
spark,Finland,6.0,120.0,Software Engineer
spark,Finland,6.0,120.0,Data Engineer
spark,Finland,6.0,120.0,Senior Data Scientist
spark,Finland,6.0,120.0,Senior Data Engineer
spark,Finland,6.0,120.0,Machine Learning Engineer
kafka,Finland,6.0,120.0,Software Engineer
kafka,Finland,6.0,120.0,Data Engineer
kafka,Finland,6.0,120.0,Senior Data Scientist
kafka,Finland,6.0,120.0,Senior Data Engineer
kafka,Finland,6.0,120.0,Machine Learning Engineer
react,Poland,5.0,120.0,Senior Data Engineer
react,Poland,5.0,120.0,Data Engineer
redshift,Spain,7.0,120.0,Senior Data Engineer
redshift,Spain,7.0,120.0,Data Analyst
redshift,Spain,7.0,120.0,Data Scientist
redshift,Spain,7.0,120.0,Data Engineer
looker,Portugal,17.0,120.0,Data Analyst
looker,Portugal,17.0,120.0,Senior Data Scientist
looker,Portugal,17.0,120.0,Data Engineer
looker,Portugal,17.0,120.0,Senior Data Engineer
looker,Portugal,17.0,120.0,Data Scientist
looker,Portugal,17.0,120.0,Senior Data Analyst
aws,Belgium,16.0,120.0,Data Scientist
aws,Belgium,16.0,120.0,Machine Learning Engineer
aws,Belgium,16.0,120.0,Data Engineer
aws,Belgium,16.0,120.0,Data Analyst
scala,Hungary,5.0,120.0,Senior Data Engineer
scala,Hungary,5.0,120.0,Data Analyst
scala,Hungary,5.0,120.0,Senior Data Scientist
scala,Hungary,5.0,120.0,Data Scientist
scala,Hungary,5.0,120.0,Data Engineer
mongodb,France,30.0,120.0,Machine Learning Engineer
mongodb,France,30.0,120.0,Senior Data Engineer
mongodb,France,30.0,120.0,Data Scientist
mongodb,France,30.0,120.0,Data Engineer
mongodb,France,30.0,120.0,Senior Data Scientist
mongodb,France,30.0,120.0,Software Engineer
azure,Hungary,12.0,120.0,Senior Data Engineer
azure,Hungary,12.0,120.0,Data Scientist
azure,Hungary,12.0,120.0,Machine Learning Engineer
azure,Hungary,12.0,120.0,Software Engineer
azure,Hungary,12.0,120.0,Data Analyst
azure,Hungary,12.0,120.0,Data Engineer
azure,Germany,36.0,120.0,Data Analyst
azure,Germany,36.0,120.0,Cloud Engineer
azure,Germany,36.0,120.0,Data Scientist
azure,Germany,36.0,120.0,Senior Data Engineer
azure,Germany,36.0,120.0,Software Engineer
azure,Germany,36.0,120.0,Data Engineer
azure,Germany,36.0,120.0,Business Analyst
azure,Germany,36.0,120.0,Senior Data Scientist
azure,Germany,36.0,120.0,Machine Learning Engineer
azure,Netherlands,18.0,119.0,Senior Data Engineer
azure,Netherlands,18.0,119.0,Data Engineer
azure,Netherlands,18.0,119.0,Data Analyst
azure,Netherlands,18.0,119.0,Machine Learning Engineer
azure,Netherlands,18.0,119.0,Software Engineer
tensorflow,Belgium,3.0,119.0,Machine Learning Engineer
tensorflow,Belgium,3.0,119.0,Data Scientist
flow,France,9.0,119.0,Data Engineer
flow,France,9.0,119.0,Machine Learning Engineer
flow,France,9.0,119.0,Senior Data Engineer
flow,France,9.0,119.0,Data Scientist
flow,France,9.0,119.0,Software Engineer
mongodb,Spain,4.0,119.0,Data Engineer
ibm cloud,Spain,2.0,119.0,Data Engineer
linux,Germany,10.0,119.0,Data Scientist
linux,Germany,10.0,119.0,Software Engineer
linux,Germany,10.0,119.0,Data Analyst
linux,Germany,10.0,119.0,Machine Learning Engineer
linux,Germany,10.0,119.0,Data Engineer
terraform,Netherlands,5.0,119.0,Data Engineer
terraform,Netherlands,5.0,119.0,Machine Learning Engineer
terraform,Netherlands,5.0,119.0,Senior Data Engineer
azure,Spain,27.0,119.0,Software Engineer
azure,Spain,27.0,119.0,Data Scientist
azure,Spain,27.0,119.0,Data Engineer
azure,Spain,27.0,119.0,Machine Learning Engineer
azure,Spain,27.0,119.0,Senior Data Engineer
azure,Spain,27.0,119.0,Cloud Engineer
azure,Spain,27.0,119.0,Senior Data Scientist
azure,Spain,27.0,119.0,Senior Data Analyst
azure,Spain,27.0,119.0,Data Analyst
sql,Poland,105.0,119.0,Data Engineer
sql,Poland,105.0,119.0,Business Analyst
sql,Poland,105.0,119.0,Data Scientist
sql,Poland,105.0,119.0,Data Analyst
sql,Poland,105.0,119.0,Software Engineer
sql,Poland,105.0,119.0,Senior Data Analyst
sql,Poland,105.0,119.0,Senior Data Engineer
sql,Poland,105.0,119.0,Senior Data Scientist
sql,Poland,105.0,119.0,Machine Learning Engineer
pytorch,Poland,14.0,119.0,Machine Learning Engineer
pytorch,Poland,14.0,119.0,Data Scientist
pytorch,Poland,14.0,119.0,Data Engineer
pytorch,Poland,14.0,119.0,Software Engineer
pytorch,Poland,14.0,119.0,Cloud Engineer
go,Poland,12.0,119.0,Software Engineer
go,Poland,12.0,119.0,Data Engineer
go,Poland,12.0,119.0,Machine Learning Engineer
go,Poland,12.0,119.0,Senior Data Scientist
go,Poland,12.0,119.0,Data Scientist
java,Romania,4.0,119.0,Data Scientist
java,Romania,4.0,119.0,Software Engineer
java,Romania,4.0,119.0,Senior Data Engineer
java,Romania,4.0,119.0,Data Engineer
scikit-learn,France,7.0,119.0,Machine Learning Engineer
scikit-learn,France,7.0,119.0,Data Scientist
hadoop,Portugal,10.0,119.0,Data Scientist
hadoop,Portugal,10.0,119.0,Data Engineer
hadoop,Portugal,10.0,119.0,Data Analyst
sql server,Germany,5.0,119.0,Data Analyst
sql server,Germany,5.0,119.0,Senior Data Engineer
sql server,Germany,5.0,119.0,Data Engineer
spark,Belgium,9.0,119.0,Data Analyst
spark,Belgium,9.0,119.0,Data Engineer
spark,Belgium,9.0,119.0,Senior Data Engineer
spark,Belgium,9.0,119.0,Data Scientist
pyspark,Ireland,2.0,119.0,Senior Data Scientist
pyspark,Ireland,2.0,119.0,Data Scientist
jira,Greece,7.0,119.0,Data Analyst
jira,Greece,7.0,119.0,Software Engineer
jira,Greece,7.0,119.0,Data Scientist
jira,Greece,7.0,119.0,Data Engineer
jira,Greece,7.0,119.0,Senior Data Engineer
plotly,Hungary,2.0,119.0,Data Analyst
plotly,Hungary,2.0,119.0,Senior Data Scientist
pandas,Belgium,2.0,119.0,Machine Learning Engineer
pandas,Belgium,2.0,119.0,Data Scientist
nltk,Portugal,2.0,119.0,Data Scientist
nltk,Portugal,2.0,119.0,Machine Learning Engineer
matplotlib,Hungary,2.0,119.0,Data Analyst
matplotlib,Hungary,2.0,119.0,Senior Data Scientist
express,Hungary,2.0,119.0,Data Analyst
express,Hungary,2.0,119.0,Senior Data Scientist
excel,Denmark,6.0,119.0,Senior Data Engineer
excel,Denmark,6.0,119.0,Data Scientist
excel,Denmark,6.0,119.0,Data Analyst
excel,Denmark,6.0,119.0,Machine Learning Engineer
airflow,Spain,20.0,119.0,Senior Data Engineer
airflow,Spain,20.0,119.0,Data Analyst
airflow,Spain,20.0,119.0,Data Engineer
airflow,Spain,20.0,119.0,Senior Data Scientist
airflow,Spain,20.0,119.0,Machine Learning Engineer
airflow,Spain,20.0,119.0,Senior Data Analyst
airflow,Spain,20.0,119.0,Data Scientist
c,Poland,2.0,118.0,Software Engineer
c,Poland,2.0,118.0,Machine Learning Engineer
java,Spain,15.0,118.0,Senior Data Engineer
java,Spain,15.0,118.0,Data Analyst
java,Spain,15.0,118.0,Data Engineer
java,Spain,15.0,118.0,Machine Learning Engineer
elasticsearch,Netherlands,3.0,118.0,Data Engineer
python,Denmark,8.0,118.0,Senior Data Engineer
python,Denmark,8.0,118.0,Data Scientist
python,Denmark,8.0,118.0,Data Engineer
python,Denmark,8.0,118.0,Data Analyst
python,Denmark,8.0,118.0,Machine Learning Engineer
r,Finland,3.0,118.0,Senior Data Analyst
r,Finland,3.0,118.0,Data Scientist
scala,France,28.0,118.0,Data Engineer
scala,France,28.0,118.0,Data Analyst
scala,France,28.0,118.0,Data Scientist
scala,France,28.0,118.0,Business Analyst
scala,France,28.0,118.0,Senior Data Engineer
scala,France,28.0,118.0,Software Engineer
scala,France,28.0,118.0,Senior Data Scientist
azure,Belgium,22.0,118.0,Data Scientist
azure,Belgium,22.0,118.0,Machine Learning Engineer
azure,Belgium,22.0,118.0,Data Analyst
azure,Belgium,22.0,118.0,Data Engineer
julia,Germany,5.0,118.0,Machine Learning Engineer
julia,Germany,5.0,118.0,Data Analyst
julia,Germany,5.0,118.0,Data Scientist
julia,Germany,5.0,118.0,Senior Data Engineer
julia,Germany,5.0,118.0,Cloud Engineer
linux,Sweden,2.0,118.0,Data Scientist
linux,Sweden,2.0,118.0,Senior Data Engineer
dax,Poland,3.0,118.0,Software Engineer
dax,Poland,3.0,118.0,Senior Data Engineer
dax,Poland,3.0,118.0,Data Analyst
nosql,Belgium,13.0,118.0,Machine Learning Engineer
nosql,Belgium,13.0,118.0,Data Analyst
nosql,Belgium,13.0,118.0,Data Scientist
nosql,Belgium,13.0,118.0,Data Engineer
snowflake,Romania,4.0,117.0,Senior Data Engineer
snowflake,Romania,4.0,117.0,Data Scientist
snowflake,Romania,4.0,117.0,Data Engineer
go,Finland,6.0,117.0,Data Scientist
go,Finland,6.0,117.0,Data Analyst
go,Finland,6.0,117.0,Data Engineer
go,Finland,6.0,117.0,Senior Data Analyst
go,Finland,6.0,117.0,Senior Data Engineer
looker,Netherlands,8.0,117.0,Data Analyst
looker,Netherlands,8.0,117.0,Data Scientist
looker,Netherlands,8.0,117.0,Senior Data Engineer
looker,Netherlands,8.0,117.0,Data Engineer
aws,Italy,11.0,117.0,Data Scientist
aws,Italy,11.0,117.0,Data Engineer
aws,Italy,11.0,117.0,Data Analyst
aws,Italy,11.0,117.0,Machine Learning Engineer
java,France,35.0,117.0,Machine Learning Engineer
java,France,35.0,117.0,Data Analyst
java,France,35.0,117.0,Data Engineer
java,France,35.0,117.0,Data Scientist
java,France,35.0,117.0,Software Engineer
java,France,35.0,117.0,Senior Data Engineer
java,France,35.0,117.0,Senior Data Scientist
java,France,35.0,117.0,Senior Data Analyst
keras,Hungary,2.0,117.0,Data Scientist
git,Spain,12.0,117.0,Machine Learning Engineer
git,Spain,12.0,117.0,Data Analyst
git,Spain,12.0,117.0,Data Engineer
git,Spain,12.0,117.0,Data Scientist
git,Spain,12.0,117.0,Software Engineer
kafka,Italy,3.0,117.0,Data Engineer
sql,Denmark,7.0,117.0,Senior Data Engineer
sql,Denmark,7.0,117.0,Data Engineer
sql,Denmark,7.0,117.0,Data Analyst
sql,Denmark,7.0,117.0,Machine Learning Engineer
sql,Netherlands,45.0,117.0,Business Analyst
sql,Netherlands,45.0,117.0,Senior Data Engineer
sql,Netherlands,45.0,117.0,Data Analyst
sql,Netherlands,45.0,117.0,Data Engineer
sql,Netherlands,45.0,117.0,Data Scientist
sql,Netherlands,45.0,117.0,Machine Learning Engineer
git,Poland,17.0,117.0,Data Engineer
git,Poland,17.0,117.0,Data Analyst
git,Poland,17.0,117.0,Data Scientist
git,Poland,17.0,117.0,Machine Learning Engineer
git,Poland,17.0,117.0,Senior Data Scientist
git,Poland,17.0,117.0,Senior Data Engineer
git,Poland,17.0,117.0,Senior Data Analyst
git,Poland,17.0,117.0,Cloud Engineer
aws,Spain,44.0,116.0,Data Scientist
aws,Spain,44.0,116.0,Senior Data Engineer
aws,Spain,44.0,116.0,Data Analyst
aws,Spain,44.0,116.0,Data Engineer
aws,Spain,44.0,116.0,Machine Learning Engineer
aws,Spain,44.0,116.0,Senior Data Scientist
aws,Spain,44.0,116.0,Business Analyst
aws,Spain,44.0,116.0,Cloud Engineer
github,Portugal,5.0,116.0,Data Analyst
github,Portugal,5.0,116.0,Software Engineer
github,Portugal,5.0,116.0,Senior Data Engineer
github,Portugal,5.0,116.0,Machine Learning Engineer
sap,Denmark,4.0,116.0,Data Scientist
sap,Denmark,4.0,116.0,Data Engineer
sap,Denmark,4.0,116.0,Data Analyst
jira,Romania,4.0,116.0,Data Scientist
jira,Romania,4.0,116.0,Machine Learning Engineer
jira,Romania,4.0,116.0,Data Engineer
aws,Poland,43.0,116.0,Senior Data Engineer
aws,Poland,43.0,116.0,Business Analyst
aws,Poland,43.0,116.0,Machine Learning Engineer
aws,Poland,43.0,116.0,Software Engineer
aws,Poland,43.0,116.0,Data Engineer
aws,Poland,43.0,116.0,Senior Data Scientist
aws,Poland,43.0,116.0,Data Scientist
aws,Poland,43.0,116.0,Data Analyst
aws,Poland,43.0,116.0,Cloud Engineer
matplotlib,Poland,8.0,116.0,Data Scientist
matplotlib,Poland,8.0,116.0,Data Analyst
matplotlib,Poland,8.0,116.0,Machine Learning Engineer
matplotlib,Poland,8.0,116.0,Senior Data Scientist
matplotlib,Poland,8.0,116.0,Cloud Engineer
gdpr,Romania,3.0,116.0,Data Engineer
gdpr,Romania,3.0,116.0,Cloud Engineer
python,Poland,101.0,116.0,Data Analyst
python,Poland,101.0,116.0,Senior Data Engineer
python,Poland,101.0,116.0,Data Engineer
python,Poland,101.0,116.0,Business Analyst
python,Poland,101.0,116.0,Data Scientist
python,Poland,101.0,116.0,Machine Learning Engineer
python,Poland,101.0,116.0,Software Engineer
python,Poland,101.0,116.0,Senior Data Analyst
python,Poland,101.0,116.0,Cloud Engineer
python,Poland,101.0,116.0,Senior Data Scientist
pytorch,Sweden,3.0,116.0,Machine Learning Engineer
pytorch,Sweden,3.0,116.0,Data Scientist
spark,Italy,8.0,116.0,Data Scientist
spark,Italy,8.0,116.0,Data Analyst
spark,Italy,8.0,116.0,Data Engineer
spark,Italy,8.0,116.0,Senior Data Analyst
spark,Italy,8.0,116.0,Machine Learning Engineer
kubernetes,Netherlands,12.0,116.0,Data Engineer
kubernetes,Netherlands,12.0,116.0,Machine Learning Engineer
python,Spain,78.0,116.0,Senior Data Engineer
python,Spain,78.0,116.0,Data Scientist
python,Spain,78.0,116.0,Software Engineer
python,Spain,78.0,116.0,Data Analyst
python,Spain,78.0,116.0,Data Engineer
python,Spain,78.0,116.0,Machine Learning Engineer
python,Spain,78.0,116.0,Business Analyst
python,Spain,78.0,116.0,Senior Data Scientist
python,Spain,78.0,116.0,Senior Data Analyst
docker,Netherlands,13.0,116.0,Data Engineer
docker,Netherlands,13.0,116.0,Data Scientist
docker,Netherlands,13.0,116.0,Machine Learning Engineer
docker,Netherlands,13.0,116.0,Senior Data Engineer
hadoop,Poland,21.0,115.0,Data Engineer
hadoop,Poland,21.0,115.0,Software Engineer
hadoop,Poland,21.0,115.0,Senior Data Engineer
hadoop,Poland,21.0,115.0,Data Scientist
hadoop,Poland,21.0,115.0,Machine Learning Engineer
hadoop,Poland,21.0,115.0,Data Analyst
r,Ireland,15.0,115.0,Data Engineer
r,Ireland,15.0,115.0,Data Analyst
r,Ireland,15.0,115.0,Senior Data Analyst
r,Ireland,15.0,115.0,Data Scientist
r,Ireland,15.0,115.0,Senior Data Scientist
r,Ireland,15.0,115.0,Senior Data Engineer
sas,Sweden,6.0,115.0,Business Analyst
sas,Sweden,6.0,115.0,Data Scientist
nosql,Poland,12.0,115.0,Data Analyst
nosql,Poland,12.0,115.0,Data Engineer
nosql,Poland,12.0,115.0,Machine Learning Engineer
nosql,Poland,12.0,115.0,Data Scientist
nosql,Poland,12.0,115.0,Senior Data Engineer
nosql,Poland,12.0,115.0,Senior Data Scientist
snowflake,Spain,13.0,115.0,Senior Data Engineer
snowflake,Spain,13.0,115.0,Data Engineer
snowflake,Spain,13.0,115.0,Data Scientist
snowflake,Spain,13.0,115.0,Data Analyst
snowflake,Spain,13.0,115.0,Machine Learning Engineer
bigquery,Hungary,2.0,115.0,Senior Data Analyst
bigquery,Hungary,2.0,115.0,Data Engineer
git,Belgium,3.0,115.0,Data Engineer
sql,Finland,9.0,115.0,Data Engineer
sql,Finland,9.0,115.0,Senior Data Scientist
sql,Finland,9.0,115.0,Senior Data Engineer
sql,Finland,9.0,115.0,Senior Data Analyst
sql,Finland,9.0,115.0,Machine Learning Engineer
sql,Finland,9.0,115.0,Data Analyst
tableau,Netherlands,8.0,115.0,Business Analyst
tableau,Netherlands,8.0,115.0,Data Analyst
tableau,Netherlands,8.0,115.0,Data Scientist
tableau,Netherlands,8.0,115.0,Senior Data Engineer
html,Spain,3.0,115.0,Data Engineer
html,Spain,3.0,115.0,Data Scientist
vba,Netherlands,1.0,115.0,Data Analyst
vba,Portugal,2.0,115.0,Senior Data Analyst
vba,Portugal,2.0,115.0,Data Analyst
vba,France,3.0,115.0,Data Analyst
terminal,Germany,1.0,115.0,Data Analyst
ssrs,Belgium,1.0,115.0,Data Analyst
sharepoint,France,1.0,115.0,Data Analyst
react,Romania,1.0,115.0,Senior Data Analyst
qlik,Romania,1.0,115.0,Senior Data Analyst
qlik,Germany,1.0,115.0,Senior Data Analyst
npm,Romania,1.0,115.0,Senior Data Analyst
node.js,Romania,1.0,115.0,Senior Data Analyst
no-sql,Germany,1.0,115.0,Data Analyst
matlab,Finland,1.0,115.0,Senior Data Analyst
html,Germany,1.0,115.0,Senior Data Analyst
express,Ireland,1.0,115.0,Data Analyst
elasticsearch,Germany,1.0,115.0,Data Analyst
dax,Sweden,1.0,115.0,Senior Data Analyst
css,Germany,1.0,115.0,Senior Data Analyst
angular,Romania,1.0,115.0,Senior Data Analyst
c#,France,3.0,114.0,Software Engineer
c#,France,3.0,114.0,Data Engineer
c#,France,3.0,114.0,Data Scientist
ssis,Greece,7.0,114.0,Data Engineer
ssis,Greece,7.0,114.0,Software Engineer
tableau,Portugal,25.0,114.0,Data Analyst
tableau,Portugal,25.0,114.0,Senior Data Scientist
tableau,Portugal,25.0,114.0,Data Engineer
tableau,Portugal,25.0,114.0,Data Scientist
tableau,Portugal,25.0,114.0,Senior Data Engineer
tableau,Portugal,25.0,114.0,Senior Data Analyst
spark,Poland,67.0,114.0,Data Analyst
spark,Poland,67.0,114.0,Data Engineer
spark,Poland,67.0,114.0,Data Scientist
spark,Poland,67.0,114.0,Software Engineer
spark,Poland,67.0,114.0,Senior Data Engineer
spark,Poland,67.0,114.0,Machine Learning Engineer
spark,Poland,67.0,114.0,Senior Data Scientist
spark,Poland,67.0,114.0,Cloud Engineer
git,France,36.0,114.0,Machine Learning Engineer
git,France,36.0,114.0,Senior Data Engineer
git,France,36.0,114.0,Data Analyst
git,France,36.0,114.0,Data Engineer
git,France,36.0,114.0,Software Engineer
git,France,36.0,114.0,Senior Data Scientist
git,France,36.0,114.0,Data Scientist
git,France,36.0,114.0,Senior Data Analyst
git,France,36.0,114.0,Business Analyst
gcp,Italy,2.0,114.0,Data Engineer
windows,Germany,6.0,114.0,Data Scientist
windows,Germany,6.0,114.0,Machine Learning Engineer
windows,Germany,6.0,114.0,Software Engineer
airflow,Poland,25.0,114.0,Data Engineer
airflow,Poland,25.0,114.0,Senior Data Engineer
airflow,Poland,25.0,114.0,Data Analyst
airflow,Poland,25.0,114.0,Machine Learning Engineer
airflow,Poland,25.0,114.0,Senior Data Scientist
airflow,Poland,25.0,114.0,Data Scientist
airflow,Poland,25.0,114.0,Business Analyst
airflow,Poland,25.0,114.0,Senior Data Analyst
visio,Spain,2.0,114.0,Data Engineer
visio,Spain,2.0,114.0,Data Analyst
shell,Greece,2.0,114.0,Machine Learning Engineer
shell,Greece,2.0,114.0,Data Engineer
tableau,Ireland,19.0,113.0,Data Analyst
tableau,Ireland,19.0,113.0,Data Scientist
tableau,Ireland,19.0,113.0,Data Engineer
tableau,Ireland,19.0,113.0,Senior Data Analyst
tableau,Ireland,19.0,113.0,Machine Learning Engineer
tableau,Ireland,19.0,113.0,Senior Data Scientist
tableau,Ireland,19.0,113.0,Senior Data Engineer
go,Germany,21.0,113.0,Senior Data Engineer
go,Germany,21.0,113.0,Data Scientist
go,Germany,21.0,113.0,Data Analyst
go,Germany,21.0,113.0,Software Engineer
go,Germany,21.0,113.0,Senior Data Analyst
go,Germany,21.0,113.0,Machine Learning Engineer
go,Germany,21.0,113.0,Data Engineer
sap,Portugal,6.0,113.0,Data Scientist
sap,Portugal,6.0,113.0,Data Analyst
sap,Portugal,6.0,113.0,Data Engineer
sap,Portugal,6.0,113.0,Business Analyst
python,France,136.0,113.0,Machine Learning Engineer
python,France,136.0,113.0,Data Scientist
python,France,136.0,113.0,Senior Data Engineer
python,France,136.0,113.0,Business Analyst
python,France,136.0,113.0,Data Engineer
python,France,136.0,113.0,Data Analyst
python,France,136.0,113.0,Software Engineer
python,France,136.0,113.0,Senior Data Analyst
python,France,136.0,113.0,Senior Data Scientist
python,France,136.0,113.0,Cloud Engineer
flask,Greece,3.0,113.0,Senior Data Scientist
flask,Greece,3.0,113.0,Machine Learning Engineer
flask,Greece,3.0,113.0,Data Analyst
gcp,France,28.0,113.0,Machine Learning Engineer
gcp,France,28.0,113.0,Data Engineer
gcp,France,28.0,113.0,Data Analyst
gcp,France,28.0,113.0,Data Scientist
gcp,France,28.0,113.0,Senior Data Scientist
gcp,France,28.0,113.0,Senior Data Engineer
pytorch,Germany,13.0,113.0,Machine Learning Engineer
pytorch,Germany,13.0,113.0,Data Scientist
pytorch,Germany,13.0,113.0,Senior Data Scientist
javascript,Germany,4.0,113.0,Business Analyst
javascript,Germany,4.0,113.0,Senior Data Analyst
javascript,Germany,4.0,113.0,Software Engineer
javascript,Germany,4.0,113.0,Data Analyst
kubernetes,Spain,8.0,113.0,Machine Learning Engineer
kubernetes,Spain,8.0,113.0,Senior Data Engineer
kubernetes,Spain,8.0,113.0,Data Engineer
kubernetes,Spain,8.0,113.0,Software Engineer
kubernetes,Spain,8.0,113.0,Cloud Engineer
sql,Hungary,22.0,113.0,Machine Learning Engineer
sql,Hungary,22.0,113.0,Data Scientist
sql,Hungary,22.0,113.0,Data Analyst
sql,Hungary,22.0,113.0,Senior Data Analyst
sql,Hungary,22.0,113.0,Data Engineer
sql,Hungary,22.0,113.0,Software Engineer
sql,Hungary,22.0,113.0,Senior Data Scientist
sql,Hungary,22.0,113.0,Senior Data Engineer
sql,Spain,68.0,112.0,Senior Data Engineer
sql,Spain,68.0,112.0,Data Scientist
sql,Spain,68.0,112.0,Software Engineer
sql,Spain,68.0,112.0,Data Analyst
sql,Spain,68.0,112.0,Data Engineer
sql,Spain,68.0,112.0,Senior Data Analyst
sql,Spain,68.0,112.0,Senior Data Scientist
